CaseNo,img_section A,img_section B,img_section C,img_section D,img_section E,img_section F,img_section G,img_section H,cost,CO2,install_duration
4837,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,712077358.23,184.2717,329.4176
4838,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,714935429.6,183.3785,330.51099999999997
4839,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,703990547.3000002,186.03969999999998,345.25329999999997
4840,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,713977371.8700001,183.6779,330.1445
4841,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,716835443.2400001,182.7847,331.23789999999997
4842,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,695977137.44,188.3928,354.9435
4843,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,705963962.01,186.031,339.8347
4844,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,708822033.38,185.1378,340.9281
4845,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,702616265.8800001,186.8227,344.89930000000004
4846,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,712603090.45,184.4609,329.7905
4847,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,715461161.82,183.5677,330.88390000000004
4848,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,704516279.52,186.22889999999998,345.62620000000004
4849,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,714503104.09,183.8671,330.5174
4850,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,717361175.46,182.9739,331.61080000000004
4851,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,697266727.5699999,188.5274,355.25739999999996
4852,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,707253552.14,186.1656,340.1486
4853,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,710111623.51,185.2724,341.24199999999996
4854,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,703905856.01,186.9573,345.21320000000003
4855,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,713892680.58,184.59550000000002,330.1044
4856,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,716750751.95,183.7023,331.19780000000003
4857,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,705805869.6500001,186.3635,345.94010000000003
4858,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,715792694.22,184.0017,330.8313
4859,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0a.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,718650765.59,183.1085,331.92470000000003
4860,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,689893293.6500001,193.4957,363.7016
4861,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,699880118.22,191.1339,348.59279999999995
4862,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,702738189.59,190.2407,349.6862
4863,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,696532422.0900002,191.9256,353.65739999999994
4864,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,706519246.6600001,189.56380000000001,338.54859999999996
4865,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,709377318.0300001,188.6706,339.64199999999994
4866,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,698432435.73,191.3318,354.38429999999994
4867,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,708419260.3000001,188.97,339.27549999999997
4868,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,711277331.6700001,188.0768,340.36889999999994
4869,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,690419025.8700001,193.6849,364.07449999999994
4870,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,700405850.44,191.3231,348.96569999999997
4871,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,703263921.8100001,190.4299,350.05909999999994
4872,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,697058154.31,192.1148,354.0303
4873,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,707044978.88,189.75300000000001,338.9215
4874,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,709903050.25,188.8598,340.0149
4875,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,698958167.95,191.521,354.7572
4876,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,708944992.52,189.1592,339.6484
4877,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,711803063.89,188.266,340.7418
4878,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,691708616.0,193.8195,364.38839999999993
4879,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,701695440.57,191.45770000000002,349.27959999999996
4880,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,704553511.94,190.5645,350.37299999999993
4881,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,698347744.44,192.2494,354.3442
4882,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,708334569.01,189.88760000000002,339.23539999999997
4883,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,711192640.38,188.9944,340.3288
4884,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,700247758.0800002,191.6556,355.0711
4885,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,710234582.6500001,189.2938,339.96229999999997
4886,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,713092654.0200001,188.4006,341.0557
4887,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,693050720.29,194.2525,364.8296999999999
4888,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,703037544.86,191.8907,349.7208999999999
4889,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,705895616.23,190.9975,350.8142999999999
4890,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,699689848.73,192.6824,354.78549999999996
4891,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,709676673.3000001,190.3206,339.6766999999999
4892,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,712534744.6700001,189.4274,340.77009999999996
4893,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,701589862.3700001,192.08859999999999,355.51239999999996
4894,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,711576686.94,189.7268,340.4035999999999
4895,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,714434758.3100001,188.8336,341.49699999999996
4896,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,693576452.51,194.4417,365.20259999999996
4897,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,703563277.08,192.0799,350.09379999999993
4898,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,706421348.45,191.1867,351.18719999999996
4899,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,700215580.95,192.8716,355.1583999999999
4900,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,710202405.52,190.5098,340.04959999999994
4901,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,713060476.89,189.6166,341.1429999999999
4902,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,702115594.5900002,192.27779999999998,355.8852999999999
4903,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,712102419.1600001,189.916,340.77649999999994
4904,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,714960490.5300001,189.0228,341.8698999999999
4905,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,694866042.6400001,194.5763,365.51649999999995
4906,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,704852867.21,192.21450000000002,350.4076999999999
4907,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,707710938.58,191.3213,351.50109999999995
4908,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,701505171.0799999,193.0062,355.4722999999999
4909,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,711491995.65,190.64440000000002,340.36349999999993
4910,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,714350067.02,189.7512,341.4568999999999
4911,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,703405184.72,192.4124,356.1991999999999
4912,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,713392009.29,190.0506,341.09039999999993
4913,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,716250080.66,189.1574,342.1837999999999
4914,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,695341989.26,191.9571,353.9228999999999
4915,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,705328813.83,189.5953,338.81409999999994
4916,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,708186885.2,188.7021,339.9074999999999
4917,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,701981117.7,190.387,343.8787
4918,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,711967942.27,188.0252,328.76989999999995
4919,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,714826013.64,187.132,329.8633
4920,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,703881131.3400002,189.79319999999998,344.6056
4921,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,713867955.9100001,187.4314,329.49679999999995
4922,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,716726027.2800001,186.5382,330.5902
4923,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,695867721.48,192.1463,354.2958
4924,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,705854546.05,189.7845,339.18699999999995
4925,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,708712617.42,188.8913,340.2804
4926,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,702506849.9200001,190.5762,344.25159999999994
4927,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,712493674.49,188.2144,329.14279999999997
4928,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,715351745.86,187.3212,330.23619999999994
4929,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,704406863.56,189.98239999999998,344.97849999999994
4930,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,714393688.13,187.6206,329.86969999999997
4931,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,717251759.5,186.7274,330.96309999999994
4932,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,697157311.6099999,192.2809,354.6097
4933,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,707144136.18,189.91910000000001,339.50089999999994
4934,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,710002207.55,189.0259,340.5943
4935,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,703796440.05,190.7108,344.56549999999993
4936,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,713783264.62,188.34900000000002,329.45669999999996
4937,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,716641335.99,187.4558,330.55009999999993
4938,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,705696453.69,190.117,345.29239999999993
4939,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,715683278.26,187.7552,330.18359999999996
