CaseNo,img_section A,img_section B,img_section C,img_section D,img_section E,img_section F,img_section G,img_section H,cost,CO2,install_duration
4940,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.6.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,718541349.63,186.862,331.27699999999993
4941,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,690983022.1200001,193.7678,364.2119
4942,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,700969846.69,191.406,349.1031
4943,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,703827918.0600001,190.5128,350.1965
4944,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,697622150.5600002,192.1977,354.16769999999997
4945,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,707608975.1300001,189.8359,339.0589
4946,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,710467046.5000001,188.9427,340.15229999999997
4947,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,699522164.2,191.60389999999998,354.89459999999997
4948,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,709508988.7700001,189.2421,339.7858
4949,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,712367060.1400001,188.3489,340.87919999999997
4950,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,691508754.3400002,193.957,364.5848
4951,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,701495578.9100001,191.5952,349.476
4952,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,704353650.2800001,190.702,350.5694
4953,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,698147882.78,192.3869,354.54060000000004
4954,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,708134707.35,190.0251,339.4318
4955,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,710992778.72,189.1319,340.52520000000004
4956,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,700047896.4200001,191.79309999999998,355.26750000000004
4957,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,710034720.99,189.4313,340.1587
4958,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,712892792.36,188.5381,341.25210000000004
4959,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,692798344.47,194.0916,364.89869999999996
4960,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,702785169.0400001,191.7298,349.7899
4961,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,705643240.4100001,190.8366,350.88329999999996
4962,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,699437472.9100001,192.5215,354.85450000000003
4963,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,709424297.48,190.15970000000002,339.7457
4964,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,712282368.85,189.2665,340.83910000000003
4965,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,701337486.5500002,191.9277,355.58140000000003
4966,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,711324311.1200001,189.5659,340.4726
4967,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,714182382.4900001,188.6727,341.56600000000003
4968,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,694140448.76,194.5246,365.3399999999999
4969,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,704127273.33,192.1628,350.23119999999994
4970,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,706985344.7,191.2696,351.3245999999999
4971,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,700779577.2,192.9545,355.2958
4972,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,710766401.7700001,190.5927,340.18699999999995
4973,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,713624473.1400001,189.6995,341.2804
4974,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,702679590.8400002,192.36069999999998,356.0227
4975,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,712666415.4100001,189.9989,340.91389999999996
4976,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,715524486.7800001,189.10569999999998,342.0073
4977,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,694666180.98,194.7138,365.7129
4978,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,704653005.5500001,192.352,350.60409999999996
4979,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,707511076.9200001,191.4588,351.6975
4980,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,701305309.4200001,193.1437,355.66869999999994
4981,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,711292133.99,190.7819,340.55989999999997
4982,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,714150205.36,189.8887,341.65329999999994
4983,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,703205323.0600002,192.54989999999998,356.39559999999994
4984,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,713192147.6300001,190.1881,341.28679999999997
4985,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,716050219.0000001,189.29489999999998,342.38019999999995
4986,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,695955771.1100001,194.8484,366.0268
4987,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,705942595.6800001,192.4866,350.91799999999995
4988,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,708800667.0500001,191.5934,352.0114
4989,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,702594899.55,193.2783,355.98259999999993
4990,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,712581724.12,190.9165,340.87379999999996
4991,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,715439795.49,190.0233,341.96719999999993
4992,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,704494913.19,192.68449999999999,356.70949999999993
4993,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,714481737.76,190.3227,341.60069999999996
4994,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,717339809.13,189.4295,342.69409999999993
4995,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,696431717.73,192.2292,354.43319999999994
4996,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,706418542.3000001,189.8674,339.32439999999997
4997,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,709276613.6700001,188.9742,340.41779999999994
4998,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,703070846.1700001,190.6591,344.389
4999,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,713057670.74,188.2973,329.2802
5000,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,715915742.11,187.4041,330.3736
5001,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,704970859.8100002,190.06529999999998,345.1159
5002,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,714957684.3800001,187.7035,330.0071
5003,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,717815755.7500001,186.81029999999998,331.1005
5004,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,696957449.95,192.4184,354.8061
5005,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,706944274.52,190.0566,339.6973
5006,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,709802345.89,189.1634,340.7907
5007,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,703596578.3900001,190.8483,344.76189999999997
5008,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,713583402.96,188.4865,329.6531
5009,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,716441474.33,187.5933,330.74649999999997
5010,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,705496592.03,190.25449999999998,345.48879999999997
5011,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,715483416.6,187.8927,330.38
5012,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,718341487.97,186.99949999999998,331.47339999999997
5013,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,698247040.0799999,192.553,355.12
5014,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,708233864.65,190.1912,340.0112
5015,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,711091936.02,189.298,341.1046
5016,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,704886168.52,190.9829,345.07579999999996
5017,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,714872993.09,188.6211,329.967
5018,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,717731064.46,187.7279,331.06039999999996
5019,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,706786182.1600001,190.38909999999998,345.80269999999996
5020,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,716773006.73,188.0273,330.6939
5021,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,719631078.1,187.1341,331.78729999999996
5022,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,692018836.6700001,193.92659999999998,364.60069999999996
5023,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,702005661.2400001,191.5648,349.49189999999993
5024,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,704863732.6100001,190.67159999999998,350.58529999999996
5025,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,698657965.1100001,192.35649999999998,354.5564999999999
5026,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,708644789.6800001,189.9947,339.44769999999994
5027,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,711502861.0500001,189.1015,340.5410999999999
5028,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,700557978.7500002,191.76269999999997,355.2833999999999
5029,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,710544803.3200002,189.40089999999998,340.17459999999994
5030,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,713402874.6900002,188.50769999999997,341.2679999999999
5031,section A.CRM.8.0c.png,section B.CRM.6.0b.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,692544568.8900001,194.11579999999998,364.9735999999999
